filepath,class,source
dataset\kaleng\metal278.jpg,kaleng,trashnet
dataset\kaleng\metal279.jpg,kaleng,trashnet
dataset\kaleng\metal28.jpg,kaleng,trashnet
dataset\kaleng\metal280.jpg,kaleng,trashnet
dataset\kaleng\metal281.jpg,kaleng,trashnet
dataset\kaleng\metal282.jpg,kaleng,trashnet
dataset\kaleng\metal283.jpg,kaleng,trashnet
dataset\kaleng\metal284.jpg,kaleng,trashnet
dataset\kaleng\metal285.jpg,kaleng,trashnet
dataset\kaleng\metal286.jpg,kaleng,trashnet
dataset\kaleng\metal287.jpg,kaleng,trashnet
dataset\kaleng\metal288.jpg,kaleng,trashnet
dataset\kaleng\metal289.jpg,kaleng,trashnet
dataset\kaleng\metal29.jpg,kaleng,trashnet
dataset\kaleng\metal290.jpg,kaleng,trashnet
dataset\kaleng\metal291.jpg,kaleng,trashnet
dataset\kaleng\metal292.jpg,kaleng,trashnet
dataset\kaleng\metal293.jpg,kaleng,trashnet
dataset\kaleng\metal294.jpg,kaleng,trashnet
dataset\kaleng\metal295.jpg,kaleng,trashnet
dataset\kaleng\metal296.jpg,kaleng,trashnet
dataset\kaleng\metal297.jpg,kaleng,trashnet
dataset\kaleng\metal298.jpg,kaleng,trashnet
dataset\kaleng\metal299.jpg,kaleng,trashnet
dataset\kaleng\metal3.jpg,kaleng,trashnet
dataset\kaleng\metal30.jpg,kaleng,trashnet
dataset\kaleng\metal300.jpg,kaleng,trashnet
dataset\kaleng\metal301.jpg,kaleng,trashnet
dataset\kaleng\metal302.jpg,kaleng,trashnet
dataset\kaleng\metal303.jpg,kaleng,trashnet
dataset\kaleng\metal304.jpg,kaleng,trashnet
dataset\kaleng\metal305.jpg,kaleng,trashnet
dataset\kaleng\metal306.jpg,kaleng,trashnet
dataset\kaleng\metal307.jpg,kaleng,trashnet
dataset\kaleng\metal308.jpg,kaleng,trashnet
dataset\kaleng\metal309.jpg,kaleng,trashnet
dataset\kaleng\metal31.jpg,kaleng,trashnet
dataset\kaleng\metal310.jpg,kaleng,trashnet
dataset\kaleng\metal311.jpg,kaleng,trashnet
dataset\kaleng\metal312.jpg,kaleng,trashnet
dataset\kaleng\metal313.jpg,kaleng,trashnet
dataset\kaleng\metal314.jpg,kaleng,trashnet
dataset\kaleng\metal315.jpg,kaleng,trashnet
dataset\kaleng\metal316.jpg,kaleng,trashnet
dataset\kaleng\metal317.jpg,kaleng,trashnet
dataset\kaleng\metal318.jpg,kaleng,trashnet
dataset\kaleng\metal319.jpg,kaleng,trashnet
dataset\kaleng\metal32.jpg,kaleng,trashnet
dataset\kaleng\metal320.jpg,kaleng,trashnet
dataset\kaleng\metal321.jpg,kaleng,trashnet
dataset\kaleng\metal322.jpg,kaleng,trashnet
dataset\kaleng\metal323.jpg,kaleng,trashnet
dataset\kaleng\metal324.jpg,kaleng,trashnet
dataset\kaleng\metal325.jpg,kaleng,trashnet
dataset\kaleng\metal326.jpg,kaleng,trashnet
dataset\kaleng\metal327.jpg,kaleng,trashnet
dataset\kaleng\metal328.jpg,kaleng,trashnet
dataset\kaleng\metal329.jpg,kaleng,trashnet
dataset\kaleng\metal33.jpg,kaleng,trashnet
dataset\kaleng\metal330.jpg,kaleng,trashnet
dataset\kaleng\metal331.jpg,kaleng,trashnet
dataset\kaleng\metal332.jpg,kaleng,trashnet
dataset\kaleng\metal333.jpg,kaleng,trashnet
dataset\kaleng\metal334.jpg,kaleng,trashnet
dataset\kaleng\metal335.jpg,kaleng,trashnet
dataset\kaleng\metal336.jpg,kaleng,trashnet
dataset\kaleng\metal337.jpg,kaleng,trashnet
dataset\kaleng\metal338.jpg,kaleng,trashnet
dataset\kaleng\metal339.jpg,kaleng,trashnet
dataset\kaleng\metal34.jpg,kaleng,trashnet
dataset\kaleng\metal340.jpg,kaleng,trashnet
dataset\kaleng\metal341.jpg,kaleng,trashnet
dataset\kaleng\metal342.jpg,kaleng,trashnet
dataset\kaleng\metal343.jpg,kaleng,trashnet
dataset\kaleng\metal344.jpg,kaleng,trashnet
dataset\kaleng\metal345.jpg,kaleng,trashnet
dataset\kaleng\metal346.jpg,kaleng,trashnet
dataset\kaleng\metal347.jpg,kaleng,trashnet
dataset\kaleng\metal348.jpg,kaleng,trashnet
dataset\kaleng\metal349.jpg,kaleng,trashnet
dataset\kaleng\metal35.jpg,kaleng,trashnet
dataset\kaleng\metal350.jpg,kaleng,trashnet
dataset\kaleng\metal351.jpg,kaleng,trashnet
dataset\kaleng\metal352.jpg,kaleng,trashnet
dataset\kaleng\metal353.jpg,kaleng,trashnet
dataset\kaleng\metal354.jpg,kaleng,trashnet
dataset\kaleng\metal355.jpg,kaleng,trashnet
dataset\kaleng\metal356.jpg,kaleng,trashnet
dataset\kaleng\metal357.jpg,kaleng,trashnet
dataset\kaleng\metal358.jpg,kaleng,trashnet
dataset\kaleng\metal359.jpg,kaleng,trashnet
dataset\kaleng\metal36.jpg,kaleng,trashnet
dataset\kaleng\metal360.jpg,kaleng,trashnet
dataset\kaleng\metal361.jpg,kaleng,trashnet
dataset\kaleng\metal362.jpg,kaleng,trashnet
dataset\kaleng\metal363.jpg,kaleng,trashnet
dataset\kaleng\metal364.jpg,kaleng,trashnet
dataset\kaleng\metal365.jpg,kaleng,trashnet
dataset\kaleng\metal366.jpg,kaleng,trashnet
dataset\kaleng\metal367.jpg,kaleng,trashnet
dataset\kaleng\metal368.jpg,kaleng,trashnet
dataset\kaleng\metal369.jpg,kaleng,trashnet
dataset\kaleng\metal37.jpg,kaleng,trashnet
dataset\kaleng\metal370.jpg,kaleng,trashnet
dataset\kaleng\metal371.jpg,kaleng,trashnet
dataset\kaleng\metal372.jpg,kaleng,trashnet
dataset\kaleng\metal373.jpg,kaleng,trashnet
dataset\kaleng\metal374.jpg,kaleng,trashnet
dataset\kaleng\metal375.jpg,kaleng,trashnet
dataset\kaleng\metal376.jpg,kaleng,trashnet
dataset\kaleng\metal377.jpg,kaleng,trashnet
dataset\kaleng\metal378.jpg,kaleng,trashnet
dataset\kaleng\metal379.jpg,kaleng,trashnet
dataset\kaleng\metal38.jpg,kaleng,trashnet
dataset\kaleng\metal380.jpg,kaleng,trashnet
dataset\kaleng\metal381.jpg,kaleng,trashnet
dataset\kaleng\metal382.jpg,kaleng,trashnet
dataset\kaleng\metal383.jpg,kaleng,trashnet
dataset\kaleng\metal384.jpg,kaleng,trashnet
dataset\kaleng\metal385.jpg,kaleng,trashnet
dataset\kaleng\metal386.jpg,kaleng,trashnet
dataset\kaleng\metal387.jpg,kaleng,trashnet
dataset\kaleng\metal388.jpg,kaleng,trashnet
dataset\kaleng\metal389.jpg,kaleng,trashnet
dataset\kaleng\metal39.jpg,kaleng,trashnet
dataset\kaleng\metal390.jpg,kaleng,trashnet
dataset\kaleng\metal391.jpg,kaleng,trashnet
dataset\kaleng\metal392.jpg,kaleng,trashnet
dataset\kaleng\metal393.jpg,kaleng,trashnet
dataset\kaleng\metal394.jpg,kaleng,trashnet
dataset\kaleng\metal395.jpg,kaleng,trashnet
dataset\kaleng\metal396.jpg,kaleng,trashnet
dataset\kaleng\metal397.jpg,kaleng,trashnet
dataset\kaleng\metal398.jpg,kaleng,trashnet
dataset\kaleng\metal399.jpg,kaleng,trashnet
dataset\kaleng\metal4.jpg,kaleng,trashnet
dataset\kaleng\metal40.jpg,kaleng,trashnet
dataset\kaleng\metal400.jpg,kaleng,trashnet
dataset\kaleng\metal401.jpg,kaleng,trashnet
dataset\kaleng\metal402.jpg,kaleng,trashnet
dataset\kaleng\metal403.jpg,kaleng,trashnet
dataset\kaleng\metal404.jpg,kaleng,trashnet
dataset\kaleng\metal405.jpg,kaleng,trashnet
dataset\kaleng\metal406.jpg,kaleng,trashnet
dataset\kaleng\metal407.jpg,kaleng,trashnet
dataset\kaleng\metal408.jpg,kaleng,trashnet
dataset\kaleng\metal409.jpg,kaleng,trashnet
dataset\kaleng\metal41.jpg,kaleng,trashnet
dataset\kaleng\metal410.jpg,kaleng,trashnet
dataset\kaleng\metal42.jpg,kaleng,trashnet
dataset\kaleng\metal43.jpg,kaleng,trashnet
dataset\kaleng\metal44.jpg,kaleng,trashnet
dataset\kaleng\metal45.jpg,kaleng,trashnet
dataset\kaleng\metal46.jpg,kaleng,trashnet
dataset\kaleng\metal47.jpg,kaleng,trashnet
dataset\kaleng\metal48.jpg,kaleng,trashnet
dataset\kaleng\metal49.jpg,kaleng,trashnet
dataset\kaleng\metal5.jpg,kaleng,trashnet
dataset\kaleng\metal50.jpg,kaleng,trashnet
dataset\kaleng\metal51.jpg,kaleng,trashnet
dataset\kaleng\metal52.jpg,kaleng,trashnet
dataset\kaleng\metal53.jpg,kaleng,trashnet
dataset\kaleng\metal54.jpg,kaleng,trashnet
dataset\kaleng\metal55.jpg,kaleng,trashnet
dataset\kaleng\metal56.jpg,kaleng,trashnet
dataset\kaleng\metal57.jpg,kaleng,trashnet
dataset\kaleng\metal58.jpg,kaleng,trashnet
dataset\kaleng\metal59.jpg,kaleng,trashnet
dataset\kaleng\metal6.jpg,kaleng,trashnet
dataset\kaleng\metal60.jpg,kaleng,trashnet
dataset\kaleng\metal61.jpg,kaleng,trashnet
dataset\kaleng\metal62.jpg,kaleng,trashnet
dataset\kaleng\metal63.jpg,kaleng,trashnet
dataset\kaleng\metal64.jpg,kaleng,trashnet
dataset\kaleng\metal65.jpg,kaleng,trashnet
dataset\kaleng\metal66.jpg,kaleng,trashnet
dataset\kaleng\metal67.jpg,kaleng,trashnet
dataset\kaleng\metal68.jpg,kaleng,trashnet
dataset\kaleng\metal69.jpg,kaleng,trashnet
dataset\kaleng\metal7.jpg,kaleng,trashnet
dataset\kaleng\metal70.jpg,kaleng,trashnet
dataset\kaleng\metal71.jpg,kaleng,trashnet
dataset\kaleng\metal72.jpg,kaleng,trashnet
dataset\kaleng\metal73.jpg,kaleng,trashnet
dataset\kaleng\metal74.jpg,kaleng,trashnet
dataset\kaleng\metal75.jpg,kaleng,trashnet
dataset\kaleng\metal76.jpg,kaleng,trashnet
dataset\kaleng\metal77.jpg,kaleng,trashnet
dataset\kaleng\metal78.jpg,kaleng,trashnet
dataset\kaleng\metal79.jpg,kaleng,trashnet
dataset\kaleng\metal8.jpg,kaleng,trashnet
dataset\kaleng\metal80.jpg,kaleng,trashnet
dataset\kaleng\metal81.jpg,kaleng,trashnet
dataset\kaleng\metal82.jpg,kaleng,trashnet
dataset\kaleng\metal83.jpg,kaleng,trashnet
dataset\kaleng\metal84.jpg,kaleng,trashnet
dataset\kaleng\metal85.jpg,kaleng,trashnet
dataset\kaleng\metal86.jpg,kaleng,trashnet
dataset\kaleng\metal87.jpg,kaleng,trashnet
dataset\kaleng\metal88.jpg,kaleng,trashnet
dataset\kaleng\metal89.jpg,kaleng,trashnet
dataset\kaleng\metal9.jpg,kaleng,trashnet
dataset\kaleng\metal90.jpg,kaleng,trashnet
dataset\kaleng\metal91.jpg,kaleng,trashnet
dataset\kaleng\metal92.jpg,kaleng,trashnet
dataset\kaleng\metal93.jpg,kaleng,trashnet
dataset\kaleng\metal94.jpg,kaleng,trashnet
dataset\kaleng\metal95.jpg,kaleng,trashnet
dataset\kaleng\metal96.jpg,kaleng,trashnet
dataset\kaleng\metal97.jpg,kaleng,trashnet
dataset\kaleng\metal98.jpg,kaleng,trashnet
dataset\kaleng\metal99.jpg,kaleng,trashnet
dataset\kaleng\stuck_20260827_181335_298949_plastik_0.58.jpg,kaleng,real
dataset\kertas\20260819_182532_498732.jpg,kertas,real
dataset\kertas\20260819_182550_971731.jpg,kertas,real
dataset\kertas\20260819_183008_742213.jpg,kertas,real
dataset\kertas\20260819_183021_819090.jpg,kertas,real
dataset\kertas\20260827_180458_441380.jpg,kertas,real
dataset\kertas\20260827_181151_183974.jpg,kertas,real
dataset\kertas\20260827_181158_381304.jpg,kertas,real
dataset\kertas\20260827_181756_639910.jpg,kertas,real
dataset\kertas\20260827_203637_907728_daun_0.51.jpg,kertas,real
dataset\kertas\20260827_203654_378483.jpg,kertas,real
dataset\kertas\20260827_203806_502176.jpg,kertas,real
dataset\kertas\20260827_203821_720696.jpg,kertas,real
dataset\kertas\20260828_084805_087922.jpg,kertas,real
dataset\kertas\20260828_085043_954873.jpg,kertas,real
dataset\kertas\20260828_111504_082841.jpg,kertas,real
dataset\kertas\20260828_111528_515192.jpg,kertas,real
dataset\kertas\20260828_111623_047707.jpg,kertas,real
dataset\kertas\20260829_004327_733030.jpg,kertas,real
dataset\kertas\20260829_004333_164268.jpg,kertas,real
dataset\kertas\20260829_004357_033232.jpg,kertas,real
dataset\kertas\20260829_004425_645918.jpg,kertas,real
dataset\kertas\20260901_132512_711314.jpg,kertas,real
dataset\kertas\20260901_132620_721500.jpg,kertas,real
dataset\kertas\20260901_133120_841378.jpg,kertas,real
dataset\kertas\20260901_133850_580752.jpg,kertas,real
dataset\kertas\20260901_133853_084067.jpg,kertas,real
dataset\kertas\20260901_143412_693803.jpg,kertas,real
dataset\kertas\20260901_173428_926661.jpg,kertas,real
dataset\kertas\20260901_173856_172369.jpg,kertas,real
dataset\kertas\20260901_173907_843353.jpg,kertas,real
dataset\kertas\20260901_203106_523939.jpg,kertas,real
dataset\kertas\20260901_203324_572720.jpg,kertas,real
dataset\kertas\20260901_203419_887458.jpg,kertas,real
dataset\kertas\cardboard1.jpg,kertas,trashnet
dataset\kertas\cardboard10.jpg,kertas,trashnet
dataset\kertas\cardboard100.jpg,kertas,trashnet
dataset\kertas\cardboard101.jpg,kertas,trashnet
dataset\kertas\cardboard102.jpg,kertas,trashnet
dataset\kertas\cardboard103.jpg,kertas,trashnet
dataset\kertas\cardboard104.jpg,kertas,trashnet
dataset\kertas\cardboard105.jpg,kertas,trashnet
dataset\kertas\cardboard106.jpg,kertas,trashnet
dataset\kertas\cardboard107.jpg,kertas,trashnet
dataset\kertas\cardboard108.jpg,kertas,trashnet
dataset\kertas\cardboard109.jpg,kertas,trashnet
dataset\kertas\cardboard11.jpg,kertas,trashnet
dataset\kertas\cardboard110.jpg,kertas,trashnet
dataset\kertas\cardboard111.jpg,kertas,trashnet
dataset\kertas\cardboard112.jpg,kertas,trashnet
dataset\kertas\cardboard113.jpg,kertas,trashnet
dataset\kertas\cardboard114.jpg,kertas,trashnet
dataset\kertas\cardboard115.jpg,kertas,trashnet
dataset\kertas\cardboard116.jpg,kertas,trashnet
dataset\kertas\cardboard117.jpg,kertas,trashnet
dataset\kertas\cardboard118.jpg,kertas,trashnet
dataset\kertas\cardboard119.jpg,kertas,trashnet
dataset\kertas\cardboard12.jpg,kertas,trashnet
dataset\kertas\cardboard120.jpg,kertas,trashnet
dataset\kertas\cardboard121.jpg,kertas,trashnet
dataset\kertas\cardboard122.jpg,kertas,trashnet
dataset\kertas\cardboard123.jpg,kertas,trashnet
dataset\kertas\cardboard124.jpg,kertas,trashnet
dataset\kertas\cardboard125.jpg,kertas,trashnet
dataset\kertas\cardboard126.jpg,kertas,trashnet
dataset\kertas\cardboard127.jpg,kertas,trashnet
dataset\kertas\cardboard128.jpg,kertas,trashnet
dataset\kertas\cardboard129.jpg,kertas,trashnet
dataset\kertas\cardboard13.jpg,kertas,trashnet
dataset\kertas\cardboard130.jpg,kertas,trashnet
dataset\kertas\cardboard131.jpg,kertas,trashnet
dataset\kertas\cardboard132.jpg,kertas,trashnet
dataset\kertas\cardboard133.jpg,kertas,trashnet
dataset\kertas\cardboard134.jpg,kertas,trashnet
dataset\kertas\cardboard135.jpg,kertas,trashnet
dataset\kertas\cardboard136.jpg,kertas,trashnet
dataset\kertas\cardboard137.jpg,kertas,trashnet
dataset\kertas\cardboard138.jpg,kertas,trashnet
dataset\kertas\cardboard139.jpg,kertas,trashnet
dataset\kertas\cardboard14.jpg,kertas,trashnet
dataset\kertas\cardboard140.jpg,kertas,trashnet
dataset\kertas\cardboard141.jpg,kertas,trashnet
dataset\kertas\cardboard142.jpg,kertas,trashnet
dataset\kertas\cardboard143.jpg,kertas,trashnet
dataset\kertas\cardboard144.jpg,kertas,trashnet
dataset\kertas\cardboard145.jpg,kertas,trashnet
dataset\kertas\cardboard146.jpg,kertas,trashnet
dataset\kertas\cardboard147.jpg,kertas,trashnet
dataset\kertas\cardboard148.jpg,kertas,trashnet
dataset\kertas\cardboard149.jpg,kertas,trashnet
dataset\kertas\cardboard15.jpg,kertas,trashnet
dataset\kertas\cardboard150.jpg,kertas,trashnet
dataset\kertas\cardboard151.jpg,kertas,trashnet
dataset\kertas\cardboard152.jpg,kertas,trashnet
dataset\kertas\cardboard153.jpg,kertas,trashnet
dataset\kertas\cardboard154.jpg,kertas,trashnet
dataset\kertas\cardboard155.jpg,kertas,trashnet
dataset\kertas\cardboard156.jpg,kertas,trashnet
dataset\kertas\cardboard157.jpg,kertas,trashnet
dataset\kertas\cardboard158.jpg,kertas,trashnet
dataset\kertas\cardboard159.jpg,kertas,trashnet
dataset\kertas\cardboard16.jpg,kertas,trashnet
dataset\kertas\cardboard160.jpg,kertas,trashnet
dataset\kertas\cardboard161.jpg,kertas,trashnet
dataset\kertas\cardboard162.jpg,kertas,trashnet
dataset\kertas\cardboard163.jpg,kertas,trashnet
dataset\kertas\cardboard164.jpg,kertas,trashnet
dataset\kertas\cardboard165.jpg,kertas,trashnet
dataset\kertas\cardboard166.jpg,kertas,trashnet
dataset\kertas\cardboard167.jpg,kertas,trashnet
dataset\kertas\cardboard168.jpg,kertas,trashnet
dataset\kertas\cardboard169.jpg,kertas,trashnet
dataset\kertas\cardboard17.jpg,kertas,trashnet
dataset\kertas\cardboard170.jpg,kertas,trashnet
dataset\kertas\cardboard171.jpg,kertas,trashnet
dataset\kertas\cardboard172.jpg,kertas,trashnet
dataset\kertas\cardboard173.jpg,kertas,trashnet
dataset\kertas\cardboard174.jpg,kertas,trashnet
dataset\kertas\cardboard175.jpg,kertas,trashnet
dataset\kertas\cardboard176.jpg,kertas,trashnet
dataset\kertas\cardboard177.jpg,kertas,trashnet
dataset\kertas\cardboard178.jpg,kertas,trashnet
dataset\kertas\cardboard179.jpg,kertas,trashnet
dataset\kertas\cardboard18.jpg,kertas,trashnet
dataset\kertas\cardboard180.jpg,kertas,trashnet
dataset\kertas\cardboard181.jpg,kertas,trashnet
dataset\kertas\cardboard182.jpg,kertas,trashnet
dataset\kertas\cardboard183.jpg,kertas,trashnet
dataset\kertas\cardboard184.jpg,kertas,trashnet
dataset\kertas\cardboard185.jpg,kertas,trashnet
dataset\kertas\cardboard186.jpg,kertas,trashnet
dataset\kertas\cardboard187.jpg,kertas,trashnet
dataset\kertas\cardboard188.jpg,kertas,trashnet
dataset\kertas\cardboard189.jpg,kertas,trashnet
dataset\kertas\cardboard19.jpg,kertas,trashnet
dataset\kertas\cardboard190.jpg,kertas,trashnet
dataset\kertas\cardboard191.jpg,kertas,trashnet
dataset\kertas\cardboard192.jpg,kertas,trashnet
dataset\kertas\cardboard193.jpg,kertas,trashnet
dataset\kertas\cardboard194.jpg,kertas,trashnet
dataset\kertas\cardboard195.jpg,kertas,trashnet
dataset\kertas\cardboard196.jpg,kertas,trashnet
dataset\kertas\cardboard197.jpg,kertas,trashnet
dataset\kertas\cardboard198.jpg,kertas,trashnet
dataset\kertas\cardboard199.jpg,kertas,trashnet
dataset\kertas\cardboard2.jpg,kertas,trashnet
dataset\kertas\cardboard20.jpg,kertas,trashnet
dataset\kertas\cardboard200.jpg,kertas,trashnet
dataset\kertas\cardboard201.jpg,kertas,trashnet
dataset\kertas\cardboard202.jpg,kertas,trashnet
dataset\kertas\cardboard203.jpg,kertas,trashnet
dataset\kertas\cardboard204.jpg,kertas,trashnet
dataset\kertas\cardboard205.jpg,kertas,trashnet
dataset\kertas\cardboard206.jpg,kertas,trashnet
dataset\kertas\cardboard207.jpg,kertas,trashnet
dataset\kertas\cardboard208.jpg,kertas,trashnet
dataset\kertas\cardboard209.jpg,kertas,trashnet
dataset\kertas\cardboard21.jpg,kertas,trashnet
dataset\kertas\cardboard210.jpg,kertas,trashnet
dataset\kertas\cardboard211.jpg,kertas,trashnet
dataset\kertas\cardboard212.jpg,kertas,trashnet
dataset\kertas\cardboard213.jpg,kertas,trashnet
dataset\kertas\cardboard214.jpg,kertas,trashnet
dataset\kertas\cardboard215.jpg,kertas,trashnet
dataset\kertas\cardboard216.jpg,kertas,trashnet
dataset\kertas\cardboard217.jpg,kertas,trashnet
dataset\kertas\cardboard218.jpg,kertas,trashnet
dataset\kertas\cardboard219.jpg,kertas,trashnet
dataset\kertas\cardboard22.jpg,kertas,trashnet
dataset\kertas\cardboard220.jpg,kertas,trashnet
dataset\kertas\cardboard221.jpg,kertas,trashnet
dataset\kertas\cardboard222.jpg,kertas,trashnet
dataset\kertas\cardboard223.jpg,kertas,trashnet
dataset\kertas\cardboard224.jpg,kertas,trashnet
dataset\kertas\cardboard225.jpg,kertas,trashnet
dataset\kertas\cardboard226.jpg,kertas,trashnet
dataset\kertas\cardboard227.jpg,kertas,trashnet
dataset\kertas\cardboard228.jpg,kertas,trashnet
dataset\kertas\cardboard229.jpg,kertas,trashnet
dataset\kertas\cardboard23.jpg,kertas,trashnet
dataset\kertas\cardboard230.jpg,kertas,trashnet
dataset\kertas\cardboard231.jpg,kertas,trashnet
dataset\kertas\cardboard232.jpg,kertas,trashnet
dataset\kertas\cardboard233.jpg,kertas,trashnet
dataset\kertas\cardboard234.jpg,kertas,trashnet
dataset\kertas\cardboard235.jpg,kertas,trashnet
dataset\kertas\cardboard236.jpg,kertas,trashnet
dataset\kertas\cardboard237.jpg,kertas,trashnet
dataset\kertas\cardboard238.jpg,kertas,trashnet
dataset\kertas\cardboard239.jpg,kertas,trashnet
dataset\kertas\cardboard24.jpg,kertas,trashnet
dataset\kertas\cardboard240.jpg,kertas,trashnet
dataset\kertas\cardboard241.jpg,kertas,trashnet
dataset\kertas\cardboard242.jpg,kertas,trashnet
dataset\kertas\cardboard243.jpg,kertas,trashnet
dataset\kertas\cardboard244.jpg,kertas,trashnet
dataset\kertas\cardboard245.jpg,kertas,trashnet
dataset\kertas\cardboard246.jpg,kertas,trashnet
dataset\kertas\cardboard247.jpg,kertas,trashnet
dataset\kertas\cardboard248.jpg,kertas,trashnet
dataset\kertas\cardboard249.jpg,kertas,trashnet
dataset\kertas\cardboard25.jpg,kertas,trashnet
dataset\kertas\cardboard250.jpg,kertas,trashnet
dataset\kertas\cardboard251.jpg,kertas,trashnet
dataset\kertas\cardboard252.jpg,kertas,trashnet
dataset\kertas\cardboard253.jpg,kertas,trashnet
dataset\kertas\cardboard254.jpg,kertas,trashnet
dataset\kertas\cardboard255.jpg,kertas,trashnet
dataset\kertas\cardboard256.jpg,kertas,trashnet
dataset\kertas\cardboard257.jpg,kertas,trashnet
dataset\kertas\cardboard258.jpg,kertas,trashnet
dataset\kertas\cardboard259.jpg,kertas,trashnet
dataset\kertas\cardboard26.jpg,kertas,trashnet
dataset\kertas\cardboard260.jpg,kertas,trashnet
dataset\kertas\cardboard261.jpg,kertas,trashnet
dataset\kertas\cardboard262.jpg,kertas,trashnet
dataset\kertas\cardboard263.jpg,kertas,trashnet
dataset\kertas\cardboard264.jpg,kertas,trashnet
dataset\kertas\cardboard265.jpg,kertas,trashnet
dataset\kertas\cardboard266.jpg,kertas,trashnet
dataset\kertas\cardboard267.jpg,kertas,trashnet
dataset\kertas\cardboard268.jpg,kertas,trashnet
dataset\kertas\cardboard269.jpg,kertas,trashnet
dataset\kertas\cardboard27.jpg,kertas,trashnet
dataset\kertas\cardboard270.jpg,kertas,trashnet
dataset\kertas\cardboard271.jpg,kertas,trashnet
dataset\kertas\cardboard272.jpg,kertas,trashnet
dataset\kertas\cardboard273.jpg,kertas,trashnet
dataset\kertas\cardboard274.jpg,kertas,trashnet
dataset\kertas\cardboard275.jpg,kertas,trashnet
dataset\kertas\cardboard276.jpg,kertas,trashnet
dataset\kertas\cardboard277.jpg,kertas,trashnet
dataset\kertas\cardboard278.jpg,kertas,trashnet
dataset\kertas\cardboard279.jpg,kertas,trashnet
dataset\kertas\cardboard28.jpg,kertas,trashnet
dataset\kertas\cardboard280.jpg,kertas,trashnet
dataset\kertas\cardboard281.jpg,kertas,trashnet
dataset\kertas\cardboard282.jpg,kertas,trashnet
dataset\kertas\cardboard283.jpg,kertas,trashnet
dataset\kertas\cardboard284.jpg,kertas,trashnet
dataset\kertas\cardboard285.jpg,kertas,trashnet
dataset\kertas\cardboard286.jpg,kertas,trashnet
dataset\kertas\cardboard287.jpg,kertas,trashnet
dataset\kertas\cardboard288.jpg,kertas,trashnet
dataset\kertas\cardboard289.jpg,kertas,trashnet
dataset\kertas\cardboard29.jpg,kertas,trashnet
dataset\kertas\cardboard290.jpg,kertas,trashnet
dataset\kertas\cardboard291.jpg,kertas,trashnet
dataset\kertas\cardboard292.jpg,kertas,trashnet
dataset\kertas\cardboard293.jpg,kertas,trashnet
dataset\kertas\cardboard294.jpg,kertas,trashnet
dataset\kertas\cardboard295.jpg,kertas,trashnet
dataset\kertas\cardboard296.jpg,kertas,trashnet
dataset\kertas\cardboard297.jpg,kertas,trashnet
dataset\kertas\cardboard298.jpg,kertas,trashnet
dataset\kertas\cardboard299.jpg,kertas,trashnet
dataset\kertas\cardboard3.jpg,kertas,trashnet
dataset\kertas\cardboard30.jpg,kertas,trashnet
dataset\kertas\cardboard300.jpg,kertas,trashnet
dataset\kertas\cardboard301.jpg,kertas,trashnet
dataset\kertas\cardboard302.jpg,kertas,trashnet
dataset\kertas\cardboard303.jpg,kertas,trashnet
dataset\kertas\cardboard304.jpg,kertas,trashnet
dataset\kertas\cardboard305.jpg,kertas,trashnet
dataset\kertas\cardboard306.jpg,kertas,trashnet
dataset\kertas\cardboard307.jpg,kertas,trashnet
dataset\kertas\cardboard308.jpg,kertas,trashnet
dataset\kertas\cardboard309.jpg,kertas,trashnet
dataset\kertas\cardboard31.jpg,kertas,trashnet
dataset\kertas\cardboard310.jpg,kertas,trashnet
dataset\kertas\cardboard311.jpg,kertas,trashnet
dataset\kertas\cardboard312.jpg,kertas,trashnet
dataset\kertas\cardboard313.jpg,kertas,trashnet
dataset\kertas\cardboard314.jpg,kertas,trashnet
dataset\kertas\cardboard315.jpg,kertas,trashnet
dataset\kertas\cardboard316.jpg,kertas,trashnet
dataset\kertas\cardboard317.jpg,kertas,trashnet
dataset\kertas\cardboard318.jpg,kertas,trashnet
dataset\kertas\cardboard319.jpg,kertas,trashnet
dataset\kertas\cardboard32.jpg,kertas,trashnet
dataset\kertas\cardboard320.jpg,kertas,trashnet
dataset\kertas\cardboard321.jpg,kertas,trashnet
dataset\kertas\cardboard322.jpg,kertas,trashnet
dataset\kertas\cardboard323.jpg,kertas,trashnet
dataset\kertas\cardboard324.jpg,kertas,trashnet
dataset\kertas\cardboard325.jpg,kertas,trashnet
dataset\kertas\cardboard326.jpg,kertas,trashnet
dataset\kertas\cardboard327.jpg,kertas,trashnet
dataset\kertas\cardboard328.jpg,kertas,trashnet
dataset\kertas\cardboard329.jpg,kertas,trashnet
dataset\kertas\cardboard33.jpg,kertas,trashnet
dataset\kertas\cardboard330.jpg,kertas,trashnet
dataset\kertas\cardboard331.jpg,kertas,trashnet
dataset\kertas\cardboard332.jpg,kertas,trashnet
dataset\kertas\cardboard333.jpg,kertas,trashnet
dataset\kertas\cardboard334.jpg,kertas,trashnet
dataset\kertas\cardboard335.jpg,kertas,trashnet
dataset\kertas\cardboard336.jpg,kertas,trashnet
dataset\kertas\cardboard337.jpg,kertas,trashnet
dataset\kertas\cardboard338.jpg,kertas,trashnet
dataset\kertas\cardboard339.jpg,kertas,trashnet
dataset\kertas\cardboard34.jpg,kertas,trashnet
dataset\kertas\cardboard340.jpg,kertas,trashnet
dataset\kertas\cardboard341.jpg,kertas,trashnet
